기준년도,기준월,기준일,시군명,건축년도,아파트명,층수,도로명,거래금액(만원),전용면적(㎡)
2017,5,110,고양시,2005,가좌마을5단지벽산,2,가좌1로,32800,101.98
2017,5,110,고양시,2005,가좌마을6단지벽산,9,가좌2로,27100,59.91
2017,5,110,고양시,2002,은행마을2(동문),6,은행마을로,32800,128.58
2017,5,110,고양시,2010,위시티일산자이2단지,24,위시티4로,63500,162.71
2017,5,110,고양시,2002,은행마을2(동문),14,은행마을로,28300,84.33
2017,5,110,고양시,1992,강촌마을(라이프),10,강석로,27900,47.55
2017,5,110,고양시,1995,백마마을(한양),7,일산로,37500,84.95
2017,5,110,고양시,1994,백마마을(벽산),2,일산로,37800,84.9
2017,5,110,고양시,1994,백마마을(한성),6,경의로,49800,134.73
2017,5,110,고양시,1993,강촌마을(영남),8,강송로,59800,165.99
2017,5,110,고양시,1993,백마마을(삼성),8,일산로,51700,101.91
2017,5,110,고양시,1994,백마마을(벽산),6,일산로,29400,59.93
2017,5,110,고양시,1994,백마마을(쌍용),12,경의로,35000,70.43
2017,5,110,고양시,1992,강촌마을(라이프),4,강석로,28100,49.14
2017,5,110,고양시,1993,강촌마을(우방),15,강송로,56000,134.99
2017,5,110,고양시,1993,강촌마을(선경),4,강석로,51000,101.76
2017,5,110,고양시,1993,백마마을(극동),5,일산로,58500,132.8
2017,5,110,고양시,1994,백마마을(한성),18,경의로,34800,70.43
2017,5,110,고양시,1993,강촌마을(우방),9,강송로,90000,189.98
2017,5,110,고양시,1994,백마마을(쌍용),12,경의로,35000,70.43
2017,5,110,고양시,1995,백마마을(한양),2,일산로,18800,41.13
2017,5,110,고양시,1993,강촌마을(우방),6,강송로,57200,134.99
2017,5,110,고양시,1994,백마마을(벽산),6,일산로,46000,134.9
2017,5,110,고양시,1993,백마마을(삼성),3,일산로,55000,133.47
2017,5,110,고양시,1994,백마마을(쌍용),4,경의로,36000,70.43
2017,5,110,고양시,1992,강촌마을(동아),10,강송로,41500,84.87
2017,5,110,고양시,1993,강선마을(럭키),15,강선로,34300,71.01
2017,5,110,고양시,1995,문촌마을(주공)9,15,주엽로,24400,42.75
2017,5,110,고양시,1999,문촌마을(세경14),10,킨텍스로,26600,49.68
2017,5,110,고양시,1994,강선마을(금호),10,대산로,62000,164.9
2017,5,110,고양시,1995,문촌마을(대원),8,주엽로,55500,130.44
2017,5,110,고양시,1994,강선마을(한신),7,대산로,22500,52.57
2017,5,110,고양시,1994,문촌마을(동아),7,주엽로,23000,59.92
2017,5,110,고양시,1993,강선마을(동문),2,주화로,29000,57.92
2017,5,110,고양시,1995,문촌마을(주공)7,11,킨텍스로,22500,49.69
2017,5,110,고양시,1993,강선마을(동신),5,대산로,26800,59.49
2017,5,110,고양시,1994,강선마을(유원),23,강선로,45500,84.63
2017,5,110,고양시,1995,문촌마을(주공)7,20,킨텍스로,20000,42.75
2017,5,110,고양시,1995,문촌마을(대우),13,중앙로,25600,58.68
2017,5,110,고양시,1994,문촌마을(우성)3,3,대산로,44700,101.98
2017,5,110,고양시,1993,문촌마을부영,10,주엽로,22500,40.27
2017,5,110,고양시,1993,강선마을(동신),12,대산로,30500,73.98
2017,5,110,고양시,1995,문촌마을(주공)9,2,주엽로,23500,42.75
2017,5,110,고양시,2011,하이파크시티 일산파밀리에4단지,12,하이파크3로,37500,84.44
2017,5,110,고양시,2003,동문굿모닝힐3,3,장자길118번길,22500,84.27
2017,5,110,고양시,2011,하이파크시티 일산파밀리에2단지,22,하이파크3로,43800,121.45
2017,5,110,고양시,1989,철산,2,경의로,13000,37.14
2017,5,110,고양시,2002,동문2,9,덕산로,21500,84.33
2017,5,110,고양시,2011,하이파크시티 일산파밀리에4단지,10,하이파크3로,48000,121.45
2017,5,110,고양시,2011,하이파크시티 일산파밀리에2단지,16,하이파크3로,43800,121.66
2017,5,110,고양시,2001,덕이1동문,6,덕이로,25000,84.43
2017,5,110,고양시,2011,하이파크시티 일산파밀리에4단지,11,하이파크3로,55000,146.95
2017,5,110,고양시,1989,철산,2,경의로,12800,36.21
2017,5,110,고양시,2011,하이파크시티 일산파밀리에2단지,8,하이파크3로,43800,121.45
2017,5,110,고양시,1995,탄현마을(동문),14,탄현로,22600,70.47
2017,5,110,고양시,2002,은행마을1(동문),19,은행마을로,27800,72.63
2017,5,110,고양시,2006,숲속마을(6단지두산위브),5,숲속마을로,45000,130.9
2017,5,110,고양시,2006,숲속마을8단지,20,숲속마을1로,27070,59.72
2017,5,110,고양시,1998,성원1,4,고풍로,22800,59.76
2017,5,110,고양시,2006,숲속마을9단지(성원),10,숲속마을로,40300,122.8
2017,5,110,고양시,2006,숲속마을(7단지),3,숲속마을1로,31850,84.83
2017,5,110,고양시,2006,숲속마을2단지,11,숲속마을1로,35900,84.88
2017,5,110,고양시,2006,숲속마을(6단지두산위브),8,숲속마을로,41000,101.95
2017,5,110,고양시,2001,백마역중앙하이츠빌,8,고일로,29000,84.69
2017,5,110,고양시,2007,하늘마을 2단지,20,하늘마을로,31500,84.72
2017,5,110,고양시,1995,중산마을3단지(일신),4,중산로,21300,59.85
2017,5,110,고양시,2007,하늘마을 5단지,2,하늘마을1로,34000,84.67
2017,5,110,고양시,2007,하늘마을 5단지,4,하늘마을1로,33450,84.67
2017,5,110,고양시,1995,중산마을1단지(두산),7,고봉로,20500,59.97
2017,5,110,고양시,1995,중산마을1단지(두산),4,고봉로,15400,37.35
2017,5,110,고양시,1995,중산마을6(태영),9,탄중로,26900,72.36
2017,5,110,고양시,1995,중산마을8(대우),7,탄중로,30500,99.69
2017,5,110,고양시,1994,호수마을(현대),6,노루목로,48250,84.81
2017,5,110,고양시,1996,호수마을(대우),19,중앙로,25900,54.4
2017,5,110,고양시,2010,위시티일산자이4단지,24,위시티4로,56500,134.8
2017,5,110,고양시,2002,은행마을2(동문),9,은행마을로,32000,128.58
2017,5,110,고양시,2002,은행마을2(동문),3,은행마을로,28100,84.33
2017,5,110,고양시,2010,위시티일산자이4단지,1,위시티4로,58000,162.71
2017,5,110,고양시,2010,위시티블루밍5단지,27,위시티1로,59500,154.74
2017,5,110,고양시,2010,위시티블루밍3단지,3,위시티4로,52000,145.34
2017,5,110,고양시,2002,은행마을2(동문),13,은행마을로,32200,128.58
2017,5,110,고양시,1995,중산마을10(동신),1,탄중로,24000,73.98
2017,5,110,고양시,1995,중산마을2(코오롱),1,고봉로,16800,49.77
2017,5,110,고양시,1995,중산마을5(동부),3,탄중로,20500,59.93
2017,5,110,고양시,1995,중산마을10(경남),5,탄중로,25500,73.98
2017,5,110,고양시,1995,중산마을1단지(두산),10,고봉로,21000,59.97
2017,5,110,고양시,1995,중산마을8(대우),7,탄중로,31800,134.97
2017,5,110,고양시,1995,중산마을6(태영),9,탄중로,28000,83.73
2017,5,110,고양시,1995,중산마을5(건영),3,탄중로,20450,59.99
2017,5,110,고양시,1995,중산마을2(코오롱),6,고봉로,17800,49.98
2017,5,110,고양시,1995,중산마을8(삼성),9,탄중로,29600,99.69
2017,5,110,고양시,2007,하늘마을 5단지,10,하늘마을1로,32500,84.69
2017,5,110,고양시,2007,하늘마을 5단지,4,하늘마을1로,34000,84.89
2017,5,110,고양시,2007,하늘마을 5단지,9,하늘마을1로,35000,84.67
2017,5,110,고양시,1995,중산마을1단지(두산),7,고봉로,21000,59.97
2017,5,110,고양시,1995,중산마을3단지(일신),6,중산로,21500,59.85
2017,5,110,고양시,1995,중산마을6(태영),6,탄중로,26900,72.36
2017,5,110,고양시,1994,흰돌마을(서안),1,일산로,30500,73.17
2017,5,110,고양시,1994,흰돌마을(서안),3,일산로,29500,59.91
2017,5,110,고양시,1994,흰돌마을(서안),6,일산로,31600,59.91
2017,5,110,고양시,1994,흰돌마을(서안),1,일산로,27500,59.91
2017,5,110,고양시,1994,흰돌마을(국제),9,백석로,38850,84.69
2017,5,110,고양시,1994,흰돌마을(서안),17,일산로,32900,73.17
2017,5,110,고양시,1994,백송마을(대우),8,강촌로,34900,84.77
2017,5,110,고양시,1994,흰돌마을(금호),7,중앙로,23800,51.73
2017,5,110,고양시,1993,강촌마을(라이프),9,강석로,41700,84.93
2017,5,110,고양시,1994,백마마을(쌍용),17,경의로,34900,70.43
2017,5,110,고양시,1992,강촌마을(라이프),8,강석로,27250,49.14
2017,5,110,고양시,1993,강촌마을(코오롱),7,강석로,53000,101.94
2017,5,110,고양시,1993,백마마을(극동),10,일산로,60000,132.8
2017,5,110,고양시,1995,백마마을(금호),3,일산로,21400,41.85
2017,5,110,고양시,1994,백마마을(한양4),6,강촌로,42500,101.82
2017,5,110,고양시,1994,호수마을(현대),7,노루목로,40000,70.14
2017,5,110,고양시,1994,호수마을(롯데),8,노루목로,67300,134.88
2017,5,110,고양시,1994,호수마을(청구),2,노루목로,31300,49.97
2017,5,110,고양시,1994,호수마을(청구),3,노루목로,41800,67.74
2017,5,110,고양시,1994,호수마을(청구),10,노루목로,39950,67.74
2017,5,110,고양시,1994,호수마을(청구),8,노루목로,40000,67.74
2017,5,110,고양시,1994,호수마을(현대),3,노루목로,37500,70.14
2017,5,110,고양시,2013,엘에이치원흥도래울마을6단지,11,도래울로,38700,74.97
2017,5,110,고양시,2013,엘에이치원흥도래울마을4단지,15,도래울3로,28000,59.85
2017,5,110,고양시,2013,엘에이치원흥도래울마을6단지,5,도래울로,41000,84.38
2017,5,110,고양시,2013,엘에이치원흥도래울마을6단지,10,도래울로,40800,84.97
2017,5,110,고양시,2013,엘에이치원흥도래울마을6단지,17,도래울로,38500,74.97
2017,5,110,고양시,1992,신원당(동신1),6,호국로,32800,101.73
2017,5,110,고양시,2009,원당대림e-편한세상,24,호국로,43000,112.24
2017,5,110,고양시,2009,원당대림e-편한세상,11,호국로,31850,59.7
2017,5,110,고양시,1988,임창(488-56),3,마상로,15900,54.7
2017,5,110,고양시,1993,신원당(태영),15,호국로742번길,27500,84.88
2017,5,110,고양시,1992,신원당(동신1),4,호국로,32000,134.88
2017,5,110,고양시,1986,장미2,4,마상로134번길,12850,58.77
2017,5,110,고양시,1986,산장,1,원당로141번길,12500,54.84
2017,5,110,고양시,1985,미도,4,원당로125번길,9750,51.3
2017,5,110,고양시,2006,대동피렌체주상복합,10,호국로,23500,84.95
2017,5,110,고양시,2006,대동피렌체주상복합,12,호국로,24900,84.73
2017,5,110,고양시,1986,장미3,1,원당로113번길,10300,47.61
2017,5,110,고양시,2009,삼성래미안,8,호국로,43000,117.99
2017,5,110,고양시,1996,햇빛주공23,15,화신로,17500,39.99
2017,5,110,고양시,2005,SK뷰,19,충장로103번길,42800,104.01
2017,5,110,고양시,1995,소만마을(성원)6,9,소원로,23000,49.77
2017,5,110,고양시,1998,햇빛주공(18-1),14,성신로,28700,65.97
2017,5,110,고양시,1997,햇빛마을21단지,2,화신로,36000,134.64
2017,5,110,고양시,1994,소만마을(동성),6,충경로,35500,84.99
2017,5,110,고양시,1996,샘터주공2,16,충장로,24500,59.56
2017,5,110,고양시,1996,샘터주공2,15,충장로,22500,59.98
2017,5,110,고양시,1995,무원마을1단지,4,화신로,27650,68.98
2017,5,110,고양시,1994,소만마을(풍림),4,소만로,31500,73.02
2017,5,110,고양시,1996,햇빛주공23,20,화신로,24300,59.56
2017,5,110,고양시,1996,햇빛주공23,19,화신로,25800,59.56
2017,5,110,고양시,1985,허스맨션,1,토당로,13500,37.28
2017,5,110,고양시,1992,신원당(삼보),8,호국로742번길,33900,114.33
2017,5,110,고양시,2009,삼성래미안,3,호국로,37500,84.99
2017,5,110,고양시,2009,삼성래미안,5,호국로,37000,84.99
2017,5,110,고양시,2009,삼성래미안,9,호국로,38500,84.99
2017,5,110,고양시,2009,삼성래미안,2,호국로,30700,59.96
2017,5,110,고양시,2009,삼성래미안,17,호국로,46700,117.24
2017,5,110,고양시,1994,백송마을(임광),3,백석로,30500,84.27
2017,5,110,고양시,1994,백송마을(코오롱),10,백석로,22500,51.03
2017,5,110,고양시,1994,백송마을(코오롱),9,백석로,22700,51.03
2017,5,110,고양시,1994,백송마을(두산),14,강촌로,35000,84.93
2017,5,110,고양시,1993,백송마을(대림),11,백석로,29000,58.74
2017,5,110,고양시,1994,흰돌마을(금호),17,중앙로,26000,59.56
2017,5,110,고양시,1992,백송마을(우성),8,백석로,17800,37.8
2017,5,110,고양시,1994,백송마을(임광),2,백석로,23500,59.34
2017,5,110,고양시,1994,백송마을(임광),13,백석로,23900,59.34
2017,5,110,고양시,1994,백송마을(코오롱),17,백석로,31900,71.37
2017,5,110,고양시,2016,일산요진와이시티,27,강송로,82989,127.86
2017,5,110,고양시,1994,흰돌마을(금호),26,중앙로,24100,51.73
2017,5,110,고양시,1993,백송마을(삼부),7,강촌로,33500,84.99
2017,5,110,고양시,1994,흰돌마을(금호),12,중앙로,24400,51.73
2017,5,110,고양시,2004,동문2단지,10,공릉천로,20500,72.4
2017,5,110,고양시,1994,백송마을(대우),3,강촌로,29200,69.34
2017,5,110,고양시,2006,숲속마을(7단지),12,숲속마을1로,33500,84.97
2017,5,110,고양시,2006,숲속마을5단지(I-PARK),17,숲속마을1로,45000,124.28
2017,5,110,고양시,1998,에이스아파트,18,고풍로,23700,84.87
2017,5,110,고양시,2006,숲속마을(7단지),3,숲속마을1로,31050,84.78
2017,5,110,고양시,2006,숲속마을(7단지),8,숲속마을1로,33000,84.97
2017,5,110,고양시,2002,은행마을1(동문),19,은행마을로,25800,59.97
2017,5,110,고양시,2002,은행마을1(동문),16,은행마을로,27500,72.63
2017,5,110,고양시,2006,숲속마을5단지(I-PARK),13,숲속마을1로,49500,149.07
2017,5,110,고양시,1998,에이스아파트,17,고풍로,19700,59.71
2017,5,110,고양시,2006,숲속마을2단지,1,숲속마을1로,32500,84.79
2017,5,110,고양시,2006,숲속마을2단지,15,숲속마을1로,35500,84.88
2017,5,110,고양시,1995,별빛마을(부영)8(좋은집),14,화신로,30000,60
2017,5,110,고양시,1996,달빛(라이프)2,17,화중로,19300,49.95
2017,5,110,고양시,1996,달빛(라이프)2,4,화중로,20400,49.95
2017,5,110,고양시,1995,별및마을9단지,15,화신로,36800,84.93
2017,5,110,고양시,1995,별빛마을(부영)8(좋은집),1,화신로,21850,50
2017,5,110,고양시,1998,삼성,8,혜음로,17700,59.89
2017,5,110,고양시,2008,푸른마을4단지,7,푸른마을로,27000,92.98
2017,5,110,고양시,2004,푸른마을2단지,7,푸른마을로,27000,114.75
2017,5,110,고양시,2004,푸른마을3단지,13,푸른마을로,19900,59.98
2017,5,110,고양시,2008,푸른마을1단지,4,푸른마을로,25800,84.92
2017,5,110,고양시,1997,현대1,9,읍내로,17800,59.36
2017,5,110,고양시,1998,삼성,6,혜음로,17500,59.89
2017,5,110,고양시,1997,현대1,2,읍내로,13000,59.36
2017,5,110,고양시,2004,푸른마을3단지,3,푸른마을로,19700,59.98
2017,5,110,고양시,1998,화성그린빌,13,벽제관로,18200,84.64
2017,5,110,고양시,1998,삼성,8,혜음로,23000,85
2017,5,110,고양시,2007,고양동우방유쉘아파트,8,읍내로,24700,84.93
2017,5,110,고양시,1997,현대1,12,읍내로,18000,59.36
2017,5,110,고양시,2003,주공그린빌,7,통일로802번길,27300,84.8
2017,5,110,고양시,2003,주공그린빌,4,통일로802번길,21500,59.92
2017,5,110,고양시,2003,주공그린빌,11,통일로802번길,23000,59.92
2017,5,110,고양시,2007,고양동우방유쉘아파트,22,읍내로,24500,84.93
2017,5,110,고양시,2014,삼송 스타클래스,12,덕수천1로,51200,84.98
2017,5,110,고양시,1995,별및마을9단지,4,화신로,37500,84.93
2017,5,110,고양시,2009,행신3차SKVIEW,17,행신로,45500,84.99
2017,5,110,고양시,1994,무원마을(기산),4,무원로,39500,134.91
2017,5,110,고양시,1995,소만마을(성원)6,9,소원로,23000,49.77
2017,5,110,고양시,1998,일신건영아파트,6,화신로,35500,99.78
2017,5,110,고양시,1996,햇빛주공23,16,화신로,25200,59.56
2017,5,110,고양시,1994,소만마을(삼신),7,소원로181번길,33000,80.03
2017,5,110,고양시,1995,소만마을(대명)7,15,화신로,24650,59.04
2017,5,110,고양시,1997,햇빛마을주공20,8,충장로152번길,23000,59.97
2017,5,110,고양시,1996,샘터주공2,12,충장로,24800,59.97
2017,5,110,고양시,1996,햇빛주공23,16,화신로,22900,49.96
2017,5,110,고양시,1996,햇빛주공23,12,화신로,17500,39.99
2017,5,110,고양시,1994,무원마을(서광),10,무원로,33000,84.99
2017,5,110,고양시,1998,햇빛주공(18-2),19,중앙로558번길,29000,65.97
2017,5,110,고양시,1995,소만마을9단지,2,소만로,18900,43.76
2017,5,110,고양시,1995,소만마을9단지,10,소만로,19800,43.76
2017,5,110,고양시,1996,샘터주공2,9,충장로,24000,59.93
2017,5,110,고양시,2009,행신3차SKVIEW,25,행신로,48400,84.99
2017,5,110,고양시,1995,소만마을(성원)6,5,소원로,25700,59.34
2017,5,110,고양시,1994,소만마을(동성),13,충경로,23900,59.4
2017,5,110,고양시,1996,햇빛주공23,11,화신로,26150,59.97
2017,5,110,고양시,1998,햇빛주공(18-2),6,중앙로558번길,30800,65.97
2017,5,110,고양시,1986,수정(405-8),2,고양대로1407번길,15400,51.03
2017,5,110,고양시,1992,신원당(동신2),1,고양대로1384번길,24200,75.33
2017,5,110,고양시,1992,미미,2,고양대로1407번길,16000,51.04
2017,5,110,고양시,2009,원당대림e-편한세상,11,호국로,39000,84.66
2017,5,110,고양시,1988,동원(407-9),1,고양대로1407번길,15700,49.32
2017,5,110,고양시,1997,햇빛마을주공20,15,충장로152번길,24900,59.97
2017,5,110,고양시,1996,소만마을,2,충경로,17470,39.96
2017,5,110,고양시,2008,서정마을 4단지,5,서정마을로,41500,84.63
2017,5,110,고양시,2005,SK뷰,6,충장로103번길,39400,84.91
2017,5,110,고양시,1998,햇빛마을19,12,성신로,32100,84.94
2017,5,110,고양시,1995,소만마을(성원)6,5,소원로,22700,49.77
2017,5,110,고양시,2009,서정마을,11,소원로181번길,57700,120.78
2017,5,110,고양시,1995,건우,2,행신로143번길,22500,84.35
2017,5,110,고양시,1995,무원마을1단지,15,화신로,26100,68.98
2017,5,110,고양시,1997,햇빛마을주공20,17,충장로152번길,22000,59.97
2017,5,110,고양시,2015,신원마을 1단지 우남퍼스트빌,8,통일로,37500,64.98
2017,5,110,고양시,2015,신원마을 1단지 우남퍼스트빌,15,통일로,37100,64.98
2017,5,110,고양시,2015,신원마을 1단지 우남퍼스트빌,8,통일로,40400,74.67
2017,5,110,고양시,2012,A8블럭 신원마을 삼송아이파크,2,신원3로,44200,100.1
2017,5,110,고양시,1998,햇빛마을19,9,성신로,31500,84.94
2017,5,110,고양시,1998,햇빛마을19,19,성신로,31900,84.98
2017,5,110,고양시,1997,햇빛마을주공20,13,충장로152번길,25500,59.97
2017,5,110,고양시,1994,무원마을(두산),6,소원로,36500,84.93
2017,5,110,고양시,2002,능곡풍림아이원(70),16,지도로103번길,39000,134.59
2017,5,110,고양시,2004,한라비발디,16,토당로,33000,84.88
2017,5,110,고양시,1996,옥빛마을(주공)16(그린나래),11,백양로,25200,59.97
2017,5,110,고양시,1995,별빛마을7단지,10,화신로,43500,85
2017,5,110,고양시,1995,옥빛마을12단지,10,백양로,32850,59.2
2017,5,110,고양시,1995,별빛마을(부영)8(좋은집),6,화신로,23300,50
2017,5,110,고양시,1996,별빛마을(건영)10,5,화신로,39700,84.96
2017,5,110,고양시,1995,별빛마을7단지,11,화신로,46300,84.95
2017,5,110,고양시,1996,달빛(라이프)2,9,화중로,21300,49.95
2017,5,110,고양시,1995,별빛마을7단지,5,화신로,39000,85
2017,5,110,고양시,1996,달빛(라이프)2,11,화중로,20400,49.95
2017,5,110,고양시,1996,달빛마을(부영)2,9,화중로,19500,50
2017,5,110,고양시,1995,달빛마을(진덕),10,화중로,32500,84.9
2017,5,110,고양시,1995,옥빛마을12단지,17,백양로,33500,59.2
2017,5,110,고양시,1996,달빛마을(부영)2,11,화중로,19000,50
2017,5,110,고양시,1996,별빛마을(건영)10,11,화신로,38800,84.96
2017,5,110,고양시,1995,달빛마을(동부),9,화중로,32800,84.9
2017,5,110,고양시,1996,달빛마을(부영)2,1,화중로,17900,50
2017,5,110,고양시,1996,은빛마을11단지,13,백양로,26800,60
2017,5,110,고양시,1996,달빛(라이프)2,10,화중로,24900,59.97
2017,5,110,고양시,1995,옥빛마을14단지,11,백양로,22800,50
2017,5,110,고양시,1995,달빛마을3단지,4,화수로,31500,84.87
2017,5,110,고양시,1997,옥빛마을(주공)15,11,화신로,27000,59.97
2017,5,110,고양시,1995,별및마을9단지,14,화신로,39500,84.93
2017,5,110,고양시,1995,달빛마을(진덕),5,화중로,28900,72.27
2017,5,110,고양시,1995,옥빛마을(일신건영)13(휴먼빌),15,백양로,34000,59.84
2017,5,110,고양시,1995,옥빛마을12단지,17,백양로,32950,59.2
2017,5,110,고양시,1995,별빛마을9단지,8,화신로,30900,70.2
2017,5,110,고양시,1995,별빛마을9단지,8,화신로,36600,84.93
2017,5,110,고양시,1995,옥빛마을(일신건영)13(휴먼빌),15,백양로,31550,59.84
2017,5,110,고양시,1997,옥빛마을(주공)15,8,화신로,26500,59.97
2017,5,110,고양시,1995,달빛마을(극동),13,화중로,28750,72.27
2017,5,110,고양시,1997,옥빛마을(주공)17(에듀뷰),18,백양로,36700,84.79
2017,5,110,고양시,1995,옥빛마을12단지,10,백양로,33000,59.2
2017,5,110,고양시,1996,은빛마을11단지,3,백양로,22500,50
2017,5,110,고양시,1996,은빛마을11단지,8,백양로,23800,50
2017,5,110,고양시,1995,별빛마을7단지,8,화신로,38650,85
2017,5,110,고양시,1995,옥빛마을14단지,7,백양로,22000,50
2017,5,110,고양시,1995,달빛마을(동부),11,화중로,32800,84.9
2017,5,110,고양시,1997,옥빛마을(주공)17(에듀뷰),19,백양로,36000,84.79
2017,5,110,고양시,1991,장미,9,행신로143번길,19800,75.88
2017,5,110,고양시,1994,무원마을(신안)8,4,무원로,35300,101.76
2017,5,110,고양시,1995,소만마을(성원)6,13,소원로,25400,59.34
2017,5,110,고양시,1998,햇빛마을19,20,성신로,30950,84.98
2017,5,110,고양시,1994,무원마을7단지,4,소원로,29800,73.08
2017,5,110,고양시,1998,햇빛주공(18-2),2,중앙로558번길,32000,84.79
2017,5,110,고양시,1995,은빛마을(LG)5,10,화중로,38500,99.96
2017,5,110,고양시,1996,달빛(라이프)2,9,화중로,20900,49.95
2017,5,110,고양시,1995,달빛마을(진덕),1,화중로,29500,84.9
2017,5,110,고양시,1997,옥빛마을(주공)15,11,화신로,27300,59.93
2017,5,110,고양시,1995,별빛마을9단지,4,화신로,38000,84.93
2017,5,110,고양시,1995,옥빛마을14단지,4,백양로,22250,50
2017,5,110,고양시,1995,달빛마을(동부),5,화중로,32900,84.9
2017,5,110,고양시,1997,옥빛마을(주공)17(에듀뷰),19,백양로,34500,84.79
2017,5,110,고양시,1995,별빛마을(부영)8(좋은집),4,화신로,23700,50
2017,5,110,고양시,1995,옥빛마을12단지,11,백양로,32900,59.2
2017,5,110,고양시,1995,별빛마을7단지,4,화신로,39300,85
2017,5,110,고양시,1995,별빛마을7단지,15,화신로,39900,84.95
2017,5,110,고양시,1996,옥빛마을(주공)16(그린나래),10,백양로,25400,59.97
2017,5,110,고양시,1995,달빛마을(진덕),7,화중로,32500,84.9
2017,5,110,고양시,2000,금호,4,토당로,19200,56.48
2017,5,110,고양시,1985,허스맨션,3,지도로103번길,18800,58.32
2017,5,110,고양시,1997,대림2,11,토당로,25800,59.4
2017,5,110,고양시,1997,대림2,12,토당로,26000,59.4
2017,5,110,고양시,1997,대림2,7,토당로,32000,84.93
2017,5,110,고양시,2002,능곡현대홈타운2,5,능곡로13번길,35500,84.45
2017,5,110,고양시,2005,내안애양우,21,토당로,33600,84.59
2017,5,110,고양시,2004,한라비발디,1,토당로,30000,84.88
2017,5,110,고양시,2000,금호,13,토당로,17000,56.48
2017,5,110,고양시,2004,토당동금강KCC,13,토당로162번길,30300,75.16
2017,5,110,고양시,2004,토당동금강KCC,6,토당로162번길,32500,84.37
2017,5,110,고양시,2009,행신3차SKVIEW,25,행신로,38800,59.94
2017,5,110,고양시,1997,햇빛마을주공20,6,충장로152번길,25000,59.97
2017,5,110,고양시,1996,소만마을,11,충경로,20000,39.96
2017,5,110,고양시,1994,무원마을(라이프),9,무원로,31500,84.99
2017,5,110,고양시,1995,소만마을(성원)6,13,소원로,23750,49.77
2017,5,110,고양시,1994,무원마을(기산),14,무원로,37700,101.91
2017,5,110,고양시,1996,햇빛주공23,2,화신로,23900,59.97
2017,5,110,고양시,1996,샘터주공2,15,충장로,22500,59.98
2017,5,110,고양시,1996,샘터주공2,8,충장로,24500,59.56
2017,5,110,고양시,1997,햇빛마을주공20,5,충장로152번길,24000,59.97
2017,5,110,고양시,1996,샘터주공2,15,충장로,18000,39.99
2017,5,110,고양시,1994,무원마을(라이프),7,무원로,34500,84.99
2017,5,110,고양시,2005,한가람,10,행신로,27900,84.58
2017,5,110,고양시,1998,햇빛주공(18-2),15,중앙로558번길,29200,65.97
2017,5,110,고양시,1998,햇빛주공(18-2),12,중앙로558번길,29400,65.97
2017,5,110,고양시,1995,소만마을(성원)6,13,소원로,24400,49.77
2017,5,110,고양시,1996,윤창2,15,행당로33번길,29000,84.97
2017,5,110,고양시,1994,소만마을(삼신),5,소원로181번길,22700,50.73
2017,5,110,고양시,2008,서정마을 5단지,7,충경로,44000,84.97
2017,5,110,고양시,1994,무원마을(신안)8,4,무원로,40300,134.71
2017,5,110,고양시,1996,옥빛마을(주공)16(그린나래),11,백양로,26000,59.97
2017,5,110,고양시,1995,별빛마을7단지,2,화신로,37900,85
2017,5,110,고양시,1995,달빛마을(진덕),6,화중로,32700,84.9
2017,5,110,고양시,1996,옥빛마을(주공)16(그린나래),13,백양로,25800,59.97
2017,5,110,고양시,1995,달빛마을(극동),10,화중로,32900,84.9
2017,5,110,고양시,1996,별빛마을(건영)10,9,화신로,38500,84.96
2017,5,110,고양시,1995,달빛마을3단지,4,화수로,29500,84.87
2017,5,110,고양시,1995,별빛마을7단지,6,화신로,39800,84.95
2017,5,110,고양시,1995,은빛마을(신성)5,7,화중로,37800,134.97
2017,5,110,고양시,1995,달빛마을(극동),6,화중로,32500,84.9
2017,5,110,고양시,1996,은빛마을11단지,19,백양로,27300,60
2017,5,110,고양시,1995,별빛마을(부영)8(좋은집),3,화신로,24500,50
2017,5,110,고양시,1994,소만마을(풍림),8,소만로,21000,45.36
2017,5,110,고양시,1995,소만마을(대명)7,5,화신로,25000,59.04
2017,5,110,고양시,1995,소만마을(성원)6,9,소만로,25800,59.34
2017,5,110,고양시,1995,소만마을(성원)6,11,소만로,22500,49.77
2017,5,110,고양시,1994,무원마을(신안)8,4,무원로,35000,101.76
2017,5,110,고양시,1994,소만마을(삼신),14,소원로181번길,22000,50.73
2017,5,110,고양시,1995,소만마을(성원)6,6,소원로,25900,59.34
2017,5,110,고양시,1995,소만마을(대명)7,7,화신로,25300,59.04
2017,5,110,고양시,1997,햇빛마을주공20,9,충장로152번길,17900,39.99
2017,5,110,고양시,1994,소만마을(풍림),3,소만로,20450,45.36
2017,5,110,고양시,1996,햇빛주공23,2,화신로,23800,59.97
2017,5,110,고양시,1996,샘터주공2,15,충장로,22500,49.96
2017,5,110,고양시,1995,소만마을(성원)6,14,소원로,27000,59.34
2017,5,110,고양시,1996,샘터주공2,4,충장로,24000,59.93
2017,5,110,고양시,1995,달빛마을(진덕),2,화중로,31850,84.9
2017,5,110,고양시,2005,SK뷰,10,충장로103번길,40500,84.91
2017,5,110,고양시,1995,소만마을(성원)6,13,소원로,25300,59.34
2017,5,110,고양시,1995,무원마을5단지,9,용현로,41700,101.88
2017,5,110,고양시,1997,샘터마을(동신),2,화신로,36500,101.8
