A,B,C,시군명,건축년도,아파트명,층수,도로명,I,J
2016,9,2130,부천시,1990,신영,2,삼작로233번길,13000,51
2016,9,2130,부천시,1988,삼익세라믹,8,소안로,15700,42.93
2016,9,2130,부천시,1989,삼익세라믹,6,소안로,25750,75.51
2016,9,2130,부천시,1987,대현청실,2,부광로22번길,14300,44.28
2016,9,2130,부천시,2005,신일해피트리,2,경인로484번길,29500,81.4
2016,9,2130,부천시,1985,조공2차,2,안곡로,22800,69.82
2016,9,2130,부천시,1989,현대5차,3,부광로21번길,20700,62.33
2016,9,2130,부천시,2002,라일락마을(경남아너스빌),11,도약로,40200,84.8
2016,9,2130,부천시,2002,진달래마을(효성),20,계남로,45500,84.98
2016,9,2130,부천시,1997,덕유마을(주공4),13,도약로,25900,59.98
2016,9,2130,부천시,1995,중흥마을(주공),13,계남로,27000,58.71
2016,9,2130,부천시,1994,포도마을(영남),9,조마루로,38000,84.86
2016,9,2130,부천시,1995,포도마을(삼보),9,조마루로,35800,75.2
2016,9,2130,부천시,1984,금강APT(가다동),2,심곡로67번길,14850,53.29
2016,9,2130,부천시,1981,경원APT,6,심곡로67번길,12000,62.28
2016,9,2130,부천시,2003,보강센트럴빌APT(202동),11,경인로274번길,27500,77.02
2016,9,2130,부천시,1980,부천극동APT,10,성주로,15900,69.85
2016,9,2130,부천시,1992,아남APT,4,심곡로,22800,84.94
2016,9,2130,부천시,1980,부천극동APT,4,성주로,18000,69.85
2016,9,2130,부천시,2004,소사에스케이뷰,14,소삼로,35700,84.98
2016,9,2130,부천시,1995,삼성,13,소사로78번길,38000,134.97
2016,9,2130,부천시,2012,부천소사역푸르지오,13,소삼로,36500,59.92
2016,9,2130,부천시,2006,주공,19,소사동로,29800,59.45
2016,9,2130,부천시,2002,라일락마을(대우유림),6,상동로117번길,41000,84.99
2016,9,2130,부천시,1993,사랑마을(청구),14,장말로,43500,134.81
2016,9,2130,부천시,1993,반달마을(건영),9,상일로,24400,55.73
2016,9,2130,부천시,2002,라일락마을(대우유림),8,상동로117번길,44500,84.92
2016,9,2130,부천시,1994,사랑마을(삼익),20,부흥로,39660,101.88
2016,9,2130,부천시,2004,스타팰리스2,5,길주로,25500,75.6
2016,9,2130,부천시,2002,진달래마을(대우),11,도약로,63000,130.37
2016,9,2130,부천시,2002,진달래마을(대림),2,도약로,44000,84.95
2016,9,2130,부천시,1994,한아름마을(동성),13,부흥로,26500,59.4
2016,9,2130,부천시,2002,진달래마을(대우),10,도약로,58900,130.37
2016,9,2130,부천시,2002,진달래마을(대림),4,도약로,43300,84.95
2016,9,2130,부천시,1993,반달마을(동아),17,상일로,25200,59.92
2016,9,2130,부천시,2002,행복한마을(금호),17,소향로,44700,84.87
2016,9,2130,부천시,1994,사랑마을(벽산),12,부흥로,43750,114.3
2016,9,2130,부천시,2002,라일락마을(경남아너스빌),2,도약로,37000,84.8
2016,9,2130,부천시,1985,로얄,2,중동로,12900,39.12
2016,9,2130,부천시,1985,로얄,3,중동로,12800,39.42
2016,9,2130,부천시,1986,모아,3,범안로7번길,12900,46.95
2016,9,2130,부천시,1987,덕림현대,2,범안로46번길,11200,44.8
2016,9,2130,부천시,2015,에디션아파트,6,경인옛로,22600,59.45
2016,9,2130,부천시,1995,신호,3,경인로562번길,18800,59.82
2016,9,2130,부천시,1987,대진,2,범안로,21300,65.43
2016,9,2130,부천시,1986,복지,5,경인로484번길,10350,42.66
2016,9,2130,부천시,2000,중동대림,3,계남로,35500,84.98
2016,9,2130,부천시,1996,덕유마을(주공3),13,중동로,27000,58.74
2016,9,2130,부천시,1993,무지개마을(LG),3,중동로,33500,84.9
2016,9,2130,부천시,1995,보람마을(아주),3,조마루로,36800,84.94
2016,9,2130,부천시,1996,한라마을(주공3),14,도약로,25800,58.14
2016,9,2130,부천시,1995,보람마을(아주),14,조마루로,38600,84.94
2016,9,2130,부천시,1995,보람마을(아주),9,조마루로,30300,59.94
2016,9,2130,부천시,1993,설악마을(주공),6,계남로,23000,49.8
2016,9,2130,부천시,1993,한아름마을(현대),3,장말로,24400,59.4
2016,9,2130,부천시,1994,사랑마을(선경),5,부흥로,48000,156.15
2016,9,2130,부천시,2002,라일락마을(대우유림),2,상동로117번길,41800,84.92
2016,9,2130,부천시,2002,진달래마을(효성써미트빌),20,계남로,60000,121.16
2016,9,2130,부천시,1993,반달마을(선경),14,상일로,24800,59.28
2016,9,2130,부천시,2002,윌타운,8,부일로205번길,7250,25.8
2016,9,2130,부천시,1994,한아름마을(동아),11,부흥로,25300,59.4
2016,9,2130,부천시,2002,라일락마을(신성미소지움),1,도약로,35300,59.96
2016,9,2130,부천시,2011,범박휴먼시아2단지,15,양지남로68번길,37000,84.15
2016,9,2130,부천시,2003,부천범박힐스테이트 4단지,23,범안로96번길,34400,84.39
2016,9,2130,부천시,2003,부천범박힐스테이트5단지,19,범안로,43500,122.8
2016,9,2130,부천시,2004,부천범박힐스테이트2단지,20,범안로,36000,99.61
2016,9,2130,부천시,2004,부천 범박 힐스테이트1단지,7,범안로,21500,39.69
2016,9,2130,부천시,2004,부천범박힐스테이트2단지,7,범안로,34000,84.49
2016,9,2130,부천시,2004,부천범박힐스테이트3단지,22,범안로95번길,36400,84.92
2016,9,2130,부천시,2003,현대홈타운1-6,15,은성로,32500,84.39
2016,9,2130,부천시,2003,부천범박힐스테이트 4단지,24,범안로96번길,38200,99.61
2016,9,2130,부천시,2004,부천범박힐스테이트3단지,9,범안로95번길,38000,98.26
2016,9,2130,부천시,2004,부천 범박 힐스테이트1단지,5,범안로,32300,75.84
2016,9,2130,부천시,2004,부천범박힐스테이트3단지,22,범안로95번길,39500,84.92
2016,9,2130,부천시,2004,부천범박힐스테이트3단지,18,범안로95번길,40250,98.26
2016,9,2130,부천시,1983,삼두,4,오정로252번길,15200,51.84
2016,9,2130,부천시,1995,세종2,4,오정로252번길,29000,82.43
2016,9,2130,부천시,1986,에리트,5,오정로252번길,13600,49.32
2016,9,2130,부천시,1994,세종,5,오정로252번길,22000,80.77
2016,9,2130,부천시,1999,창보,6,오정로,25800,78.24
2016,9,2130,부천시,1995,은하마을(주공1),7,중동로,26600,49.67
2016,9,2130,부천시,1994,포도마을(영남),10,조마루로,35900,75.2
2016,9,2130,부천시,1995,은하마을(주공1),13,중동로,27800,49.67
2016,9,2130,부천시,1993,무지개마을(동신),11,조마루로,37300,84.6
2016,9,2130,부천시,1992,복사골(시영),6,중동로,18500,39.55
2016,9,2130,부천시,1996,덕유마을(주공2),7,도약로,19000,39.9
2016,9,2130,부천시,1993,미리내마을(삼성),3,소향로,20500,42.51
2016,9,110,부천시,1992,거산,4,범안로7번길,16300,55.26
2016,9,110,부천시,2004,한양,3,경인로425번길,23200,84.47
2016,9,110,부천시,1990,삼익3차,6,안곡로,19300,56.67
2016,9,110,부천시,2005,역곡하이뷰,11,경인로,27500,77.13
2016,9,110,부천시,1987,대현청실,4,부광로22번길,16000,49.68
2016,9,110,부천시,1989,염광,1,안곡로16번길,18500,72.28
2016,9,110,부천시,2002,네오빌,12,경인로,9950,25.33
2016,9,110,부천시,2006,주공,13,소사동로,29200,59.45
2016,9,110,부천시,1996,풍림,14,소사로78번길,28300,84.77
2016,9,110,부천시,2012,부천소사역푸르지오,15,소삼로,43800,84.94
2016,9,110,부천시,1995,주공,4,소사로102번길,15900,37.67
2016,9,110,부천시,2012,부천소사역푸르지오,18,소삼로,43800,84.94
2016,9,110,부천시,2006,주공뜨란채,1,소사동로72번길,31000,84.85
2016,9,110,부천시,1996,풍림,13,소사로78번길,28300,84.77
2016,9,110,부천시,2006,주공뜨란채,9,소사동로72번길,33900,84.85
2016,9,110,부천시,1984,한신,1,소사로170번길,12500,41.3
2016,9,110,부천시,2004,소사새롬하이빌,12,경인로,31000,103.75
2016,9,110,부천시,1993,무지개마을(동신),7,조마루로,35200,84.6
2016,9,110,부천시,1994,은하마을(효성),4,중동로279번길,44000,134.07
2016,9,110,부천시,1994,그린타운(한양),8,부흥로303번길,39800,101.95
2016,9,110,부천시,2007,청수이지빌(201동),11,경인로526번길,29900,84.6
2016,9,110,부천시,1992,거산,4,범안로7번길,22000,82.68
2016,9,110,부천시,1991,삼익3차,7,안곡로,26000,84.93
2016,9,110,부천시,1998,역곡두진,19,경인로,26500,84.96
2016,9,110,부천시,1986,모아,1,범안로7번길,10500,43.32
2016,9,110,부천시,1989,염광,6,안곡로16번길,18700,69.52
2016,9,110,부천시,1984,동신,5,경인로,18000,48.31
2016,9,110,부천시,2008,태송팰리채,6,부광로41번길,24500,59.99
2016,9,110,부천시,1984,조공1차,4,경인옛로108번길,20000,61.28
2016,9,110,부천시,1987,대현9차,4,경인로498번길,13000,48.75
2016,9,110,부천시,1995,은하마을(주공1),4,중동로,24000,49.69
2016,9,110,부천시,1992,복사골(시영),2,중동로,21600,56.58
2016,9,110,부천시,1993,은하마을(동부),9,석천로,48500,134.67
2016,9,110,부천시,1987,대진,5,범안로,17000,53.19
2016,9,110,부천시,1998,역곡두진,11,경인로,25900,84.96
2016,9,110,부천시,2006,괴안동금광포란재,6,안곡로,27700,84.2
2016,9,110,부천시,1989,삼익세라믹,11,소안로,27500,84.93
2016,9,110,부천시,1989,현대7차,5,부광로15번길,16000,51.21
2016,9,110,부천시,1989,염광,5,안곡로16번길,14800,52.33
2016,9,110,부천시,1984,동신,5,경인로,17800,48.31
2016,9,110,부천시,1987,덕림현대,2,범안로46번길,13600,49.2
2016,9,110,부천시,2005,신일해피트리,1,경인로484번길,24800,59.64
2016,9,110,부천시,2006,오정생활휴먼시아1단지,2,오정로251번길,28000,59.95
2016,9,110,부천시,1983,삼두,4,오정로252번길,15400,51.84
2016,9,110,부천시,1995,세종2,1,오정로252번길,22000,59.96
2016,9,110,부천시,1989,부촌3,1,성오로117번길,10000,40.92
2016,9,110,부천시,2006,오정생활휴먼시아3단지,1,오정로,24500,59.95
2016,9,110,부천시,2004,부천범박힐스테이트3단지,7,범안로95번길,39000,98.26
2016,9,110,부천시,1990,로얄,5,성지로,13500,53.19
2016,9,110,부천시,2004,세창짜임,1,소사로,24800,67.41
2016,9,110,부천시,1989,삼신12,1,원종로9번길,14800,50.61
2016,9,110,부천시,1987,동진,5,소사로699번길,10250,45.78
2016,9,110,부천시,2005,원종e편한세상,11,삼작로368번길,34500,76.54
2016,9,110,부천시,1998,동문5차,1,상오정로182번길,28000,83.79
2016,9,110,부천시,1986,광성,3,원종로9번길,11800,38.88
2016,9,110,부천시,1998,동문5차,3,상오정로182번길,25000,112.16
2016,9,110,부천시,1986,문화1차,3,성오로94번길,11600,44.04
2016,9,110,부천시,2004,세창짜임,6,소사로,32900,77.16
2016,9,110,부천시,1997,덕유마을(주공4),9,도약로,26200,59.98
2016,9,110,부천시,1995,보람마을(아주),7,조마루로,29600,59.94
2016,9,110,부천시,2009,팰리스카운티,13,중동로,56200,102.56
2016,9,110,부천시,2009,팰리스카운티,9,중동로,44500,84.99
2016,9,110,부천시,2009,팰리스카운티,12,중동로,44900,84.99
2016,9,110,부천시,1997,덕유마을(주공4),3,도약로,25900,59.98
2016,9,110,부천시,1993,설악마을(주공),14,계남로,22800,49.8
2016,9,110,부천시,1988,삼익세라믹,4,소안로,15400,42.93
2016,9,110,부천시,1984,동신,4,경인로,18300,48.31
2016,9,110,부천시,2005,신일해피트리,11,경인로484번길,29500,69.72
2016,9,110,부천시,1984,동신,3,경인로,17100,43.6
2016,9,110,부천시,2010,여월휴먼시아(4단지),6,길주로561번길,43900,84.89
2016,9,110,부천시,2007,여월휴먼시아3단지,8,길주로573번길,42000,84.95
2016,9,110,부천시,2010,여월휴먼시아(5단지),6,여월로,60000,135.59
2016,9,110,부천시,2007,여월휴먼시아3단지,3,길주로573번길,41250,84.95
2016,9,110,부천시,2010,여월휴먼시아(5단지),11,여월로,56700,135.59
2016,9,110,부천시,2006,오정생활휴먼시아1단지,9,오정로251번길,34000,84.83
2016,9,110,부천시,2006,오정생활휴먼시아3단지,1,오정로,24000,59.95
2016,9,110,부천시,1995,세종2,6,오정로252번길,21000,59.96
2016,9,110,부천시,1989,부촌4,1,성오로117번길,10300,40.79
2016,9,110,부천시,1995,세종2,6,오정로252번길,21900,59.96
2016,9,110,부천시,2002,청산그린,2,상오정로19번길,21800,115.95
2016,9,110,부천시,2006,주공뜨란채,18,소사동로72번길,37700,84.85
2016,9,110,부천시,2012,부천소사역푸르지오,23,소삼로,43700,84.94
2016,9,110,부천시,2006,주공뜨란채,5,소사동로72번길,34700,84.85
2016,9,110,부천시,2006,주공뜨란채,8,소사동로72번길,35000,84.85
2016,9,110,부천시,2012,부천소사역푸르지오,19,소삼로,42000,84.98
2016,9,110,부천시,1995,주공,12,소사로102번길,22300,58.14
2016,9,110,부천시,1995,청구,11,소사로102번길,32800,101.27
2016,9,110,부천시,2004,소사에스케이뷰,16,소삼로,35420,84.98
2016,9,110,부천시,1996,풍림,12,소사로78번길,26300,84.77
2016,9,110,부천시,1984,한신,10,소사로170번길,13700,41.3
2016,9,110,부천시,2012,부천소사역푸르지오,4,소삼로,41800,84.98
2016,9,110,부천시,1984,한신,11,소사로170번길,13300,41.3
2016,9,110,부천시,1995,주공,3,소사로102번길,20900,58.14
2016,9,110,부천시,2004,소사에스케이뷰,9,소삼로,34800,84.98
2016,9,110,부천시,2004,소사에스케이뷰,12,소삼로,35000,84.98
2016,9,110,부천시,1995,주공,8,소사로102번길,23500,58.14
2016,9,110,부천시,2010,부천 우방 유쉘,14,경인로134번길,34000,84.94
2016,9,110,부천시,1988,현대,13,성주로,17400,50.49
2016,9,110,부천시,1990,우성,8,경인로29번길,30500,84.91
2016,9,110,부천시,1994,대한,9,성주로,26250,84.43
2016,9,110,부천시,1979,삼익1,5,경인로134번길,11800,39.93
2016,9,110,부천시,2001,송내대우,13,경인로134번길,31000,80.68
2016,9,110,부천시,1995,뉴서울,20,중동로71번길,30200,84.95
2016,9,110,부천시,1995,뉴서울,5,중동로71번길,32500,84.95
2016,9,110,부천시,1986,서능,1,송내대로30번길,19200,54.63
2016,9,110,부천시,2005,푸르지오,23,중동로,38000,84.87
2016,9,110,부천시,2009,송내자이,8,경인로26번길,34000,59.94
2016,9,110,부천시,1995,성호,8,경인로3번길,28800,84.96
2016,9,110,부천시,2008,송내e-편한세상,3,성주로,29500,59.95
2016,9,110,부천시,1988,현대,4,성주로,18000,50.49
2016,9,110,부천시,2005,푸르지오,3,중동로,37700,84.87
2016,9,110,부천시,2005,푸르지오,10,중동로,40300,84.87
2016,9,110,부천시,1995,뉴서울,4,중동로71번길,36000,123.72
2016,9,110,부천시,1995,뉴서울,2,중동로71번길,29400,84.95
2016,9,110,부천시,1983,욱일3,1,송내대로30번길,13500,56.74
2016,9,110,부천시,1979,삼익1,12,경인로134번길,16400,62.64
2016,9,110,부천시,1986,건우3차,4,경인로9번가길,13050,43.56
2016,9,110,부천시,1990,우성,7,경인로29번길,38000,127.22
2016,9,110,부천시,1979,삼익1,5,경인로134번길,11000,39.93
2016,9,110,부천시,1985,욱일5,3,중동로71번길,19250,73.08
2016,9,110,부천시,1985,성우,3,경인로53번길,14700,55.53
2016,9,110,부천시,2008,송내e-편한세상,11,성주로,42500,114.95
2016,9,110,부천시,2005,푸르지오,18,중동로,39850,84.87
2016,9,110,부천시,1988,현대,1,성주로,13550,43.02
2016,9,110,부천시,2008,중동푸르지오2차(B단지),14,경인로133번길,37400,84.96
2016,9,110,부천시,1996,윤성,6,지양로158번길,8900,59.31
2016,9,110,부천시,1986,고강3차,5,고강로154번길,9450,43.2
2016,9,110,부천시,1986,고강3차,4,고강로154번길,13000,48.6
2016,9,110,부천시,1987,진영,3,역곡로490번길,9900,40.17
2016,9,110,부천시,1993,반달마을(건영),2,상일로,21600,55.73
2016,9,110,부천시,1994,반달마을(극동신라),20,상일로,35000,84.91
2016,9,110,부천시,2003,백송마을(상록LG),12,조마루로,42200,84.84
2016,9,110,부천시,1984,롯데APT,3,심곡로67번길,18080,60.89
2016,9,110,부천시,2009,부천심곡파라곤APT,5,경인로,56500,154.4
2016,9,110,부천시,1984,롯데APT,2,심곡로67번길,18000,60.89
2016,9,110,부천시,1984,금강APT(가다동),1,심곡로67번길,19250,67.17
2016,9,110,부천시,2004,부천 범박 힐스테이트1단지,21,범안로,21100,39.69
2016,9,110,부천시,2011,범박휴먼시아2단지,8,양지남로68번길,37300,84.67
2016,9,110,부천시,2003,부천범박힐스테이트 4단지,14,범안로96번길,37800,84.39
2016,9,110,부천시,2003,현대홈타운1-6,5,은성로,29900,70.4
2016,9,110,부천시,2003,현대홈타운1-6,6,은성로,31000,70.4
2016,9,110,부천시,2011,범박휴먼시아2단지,10,양지남로68번길,36750,84.15
2016,9,110,부천시,2004,부천범박힐스테이트2단지,9,범안로,37000,99.61
2016,9,110,부천시,2011,범박휴먼시아2단지,11,양지남로68번길,37500,84.85
2016,9,110,부천시,2004,부천범박힐스테이트3단지,8,범안로95번길,35900,84.92
2016,9,110,부천시,2011,범박휴먼시아2단지,13,양지남로68번길,35900,84.93
2016,9,110,부천시,2004,부천범박힐스테이트2단지,16,범안로,34400,75.84
2016,9,110,부천시,2004,부천범박힐스테이트3단지,13,범안로95번길,40500,98.26
2016,9,110,부천시,2002,라일락마을(서해),2,상동로117번길,49000,112.16
2016,9,110,부천시,2002,라일락마을(서해),14,상동로117번길,58750,127.74
2016,9,110,부천시,2002,다정한마을(주공),10,상동로,38300,84.8
2016,9,110,부천시,1994,한아름마을(현대),16,장말로,34700,84.78
2016,9,110,부천시,1994,반달마을(극동신라),11,상일로,34650,84.91
2016,9,110,부천시,1994,한아름마을(동성),11,부흥로,23500,59.4
2016,9,110,부천시,1993,한아름마을(라이프),13,장말로,33500,84.9
2016,9,110,부천시,2003,다정한마을(금강),3,상동로,39800,84.99
2016,9,110,부천시,1994,사랑마을(선경),10,부흥로,43000,114.3
2016,9,110,부천시,2003,다정한마을(금강),3,상동로,39250,84.99
2016,9,110,부천시,1993,한아름마을(라이프),4,장말로,31900,84.9
2016,9,110,부천시,2002,진달래마을(대림),10,도약로,41700,84.95
2016,9,110,부천시,2002,진달래마을(대림),2,도약로,41200,84.95
2016,9,110,부천시,2002,라일락마을(서해),13,상동로117번길,58000,127.74
2016,9,110,부천시,1994,꿈동산(신안),10,장말로,42100,101.98
2016,9,110,부천시,2003,다정한마을(쌍용),16,도약로,55800,134.95
2016,9,110,부천시,1996,한아름마을(한국),7,부흥로,27800,59.1
2016,9,110,부천시,2007,코오롱이데아폴리스,6,소향로,39000,115.82
2016,9,110,부천시,1993,반달마을(선경),8,상일로,24600,59.92
2016,9,110,부천시,2002,진달래마을(효성써미트빌),3,계남로,50500,101.85
2016,9,110,부천시,2002,푸른마을(한라),13,송내대로205번길,37500,60
2016,9,110,부천시,2002,진달래마을(효성),2,계남로,41300,84.98
2016,9,110,부천시,1993,반달마을(건영),5,상일로,26700,59.84
2016,9,110,부천시,1993,한아름마을(현대),2,장말로,30900,75.19
2016,9,110,부천시,2002,백송마을(풍림아이원),15,부흥로,33800,60
2016,9,110,부천시,2003,부천범박힐스테이트 4단지,20,범안로96번길,38200,99.61
2016,9,110,부천시,2004,부천 범박 힐스테이트1단지,7,범안로,31200,59.95
2016,9,110,부천시,2002,진달래마을(효성써미트빌),16,계남로,54300,121.16
2016,9,110,부천시,1993,반달마을(건영),2,상일로,23000,55.73
2016,9,110,부천시,1993,반달마을(건영),12,상일로,23700,55.73
2016,9,110,부천시,2002,다정한마을(주공),4,상동로,36500,84.8
2016,9,110,부천시,1993,반달마을(건영),6,상일로,27000,59.84
2016,9,110,부천시,2002,진달래마을(효성),3,계남로,43250,84.98
2016,9,110,부천시,2002,라일락마을(신성미소지움),15,도약로,36800,59.96
2016,9,110,부천시,2002,하얀마을(현대),9,조마루로,45000,101.83
2016,9,110,부천시,1993,반달마을(동아),10,상일로,24250,59.92
2016,9,110,부천시,1994,반달마을(극동신라),14,상일로,29000,59.76
2016,9,110,부천시,2002,진달래마을(효성써미트빌),21,계남로,56000,121.16
2016,9,110,부천시,2002,백송마을(동남디아망),9,부흥로,40300,83.84
2016,9,110,부천시,2003,다정한마을(쌍용),18,도약로,49300,101.7
2016,9,110,부천시,1994,사랑마을(선경),16,부흥로,50500,156.15
2016,9,110,부천시,2002,백송마을(동남디아망),20,부흥로,43000,84.48
2016,9,110,부천시,2002,진달래마을(대림),13,도약로,44000,84.95
2016,9,110,부천시,2003,다정한마을(금강),18,상동로,42000,84.99
2016,9,110,부천시,2002,진달래마을(대우),9,도약로,59000,130.37
2016,9,110,부천시,2002,다정한마을(주공),4,상동로,39000,84.8
2016,9,110,부천시,2002,라일락마을(서해),11,상동로117번길,56000,127.74
2016,9,110,부천시,2002,진달래마을(신동아),2,계남로,36500,84.85
2016,9,110,부천시,2002,하얀마을(경남),4,부흥로,34250,59.82
2016,9,110,부천시,2002,백송마을(풍림아이원),10,부흥로,35000,60
2016,9,110,부천시,2002,백송마을(엘지에스케이),3,상동로,48000,99
2016,9,110,부천시,2002,라일락마을(서해),3,상동로117번길,54000,127.74
2016,9,110,부천시,1994,한아름마을(동성),4,부흥로,23900,59.4
2016,9,110,부천시,2003,백송마을(상록LG),13,조마루로,43500,84.84
2016,9,110,부천시,2007,비잔티움상동,21,길주로,47500,122.24
2016,9,110,부천시,1993,반달마을(동아),15,상일로,21500,50.03
2016,9,110,부천시,2002,진달래마을(효성써미트빌),4,계남로,53900,121.16
2016,9,110,부천시,2002,진달래마을(대림),10,도약로,43000,84.95
2016,9,110,부천시,2002,다정한마을(주공),15,상동로,39500,84.8
2016,9,110,부천시,2003,다정한마을(쌍용),22,도약로,53500,101.7
2016,9,110,부천시,1993,반달마을(선경),6,상일로,25000,59.92
2016,9,110,부천시,2002,진달래마을(효성써미트빌),5,계남로,53500,121.16
2016,9,110,부천시,2002,백송마을(엘지에스케이),5,상동로,50800,99
2016,9,110,부천시,2002,다정한마을(삼성),16,평천로,39000,84.94
2016,9,110,부천시,2002,백송마을(엘지에스케이),11,상동로,50400,99
2016,9,110,부천시,1994,한아름마을(라이프),18,장말로,32900,84.9
2016,9,110,부천시,2002,진달래마을(대우),5,도약로,56000,130.37
2016,9,110,부천시,1987,수정,1,소사로807번길,16700,49.95
2016,9,110,부천시,1987,효자,2,성오로140번길,10000,42.12
2016,9,110,부천시,1987,영안(273-1),2,원종로51번길,12600,47.61
2016,9,110,부천시,2008,대풍푸른들,10,소사로,25000,62.3
2016,9,110,부천시,1988,경인,1,성지로,11900,48.51
2016,9,110,부천시,1986,방배,5,삼작로379번길,9000,36
2016,9,110,부천시,1993,반달마을(동아),1,상일로,22400,59.92
2016,9,110,부천시,2002,라일락마을(대우유림),22,상동로117번길,43300,84.92
2016,9,110,부천시,2002,백송마을(동남디아망),14,부흥로,42000,83.84
2016,9,110,부천시,1994,반달마을(극동신라),17,상일로,19000,41.44
2016,9,110,부천시,2002,백송마을(풍림아이원),23,부흥로,33700,60
2016,9,110,부천시,1993,한아름마을(라이프),8,장말로,33500,84.9
2016,9,110,부천시,2002,라일락마을(신성미소지움),1,도약로,35200,59.96
2016,9,110,부천시,2002,진달래마을(효성),4,계남로,42500,84.98
2016,9,110,부천시,2002,푸른마을(창보),9,송내대로205번길,46800,84.96
2016,9,110,부천시,1993,반달마을(선경),9,상일로,25000,59.92
2016,9,110,부천시,1993,반달마을(삼익),6,장말로,33800,82.9
2016,9,110,부천시,1994,꿈동산(신안),14,장말로,40900,121.8
2016,9,110,부천시,1993,반달마을(동아),12,상일로,23800,59.92
2016,9,110,부천시,1994,반달마을(극동신라),1,상일로,23500,59.54
2016,9,110,부천시,1993,반달마을(선경),10,상일로,22200,59.92
2016,9,110,부천시,1993,반달마을(동아),13,상일로,25700,59.92
2016,9,110,부천시,1994,한아름마을(삼환),14,부흥로,33200,84.87
2016,9,110,부천시,2002,하얀마을(경남),14,부흥로,33200,59.82
2016,9,110,부천시,1993,반달마을(건영),5,상일로,25000,59.76
2016,9,110,부천시,1993,한아름마을(라이프),4,장말로,24150,59.58
2016,9,110,부천시,1987,태양,5,원종로65번길,13500,48.6
2016,9,110,부천시,1993,태진,1,원종로93번길,16500,54.28
2016,9,110,부천시,1989,삼신12,4,원종로9번길,12900,42.34
2016,9,110,부천시,1987,문화2차,4,소사로808번길,9600,44.67
2016,9,110,부천시,1998,동문5차,4,상오정로182번길,22000,58.95
2016,9,110,부천시,1987,효자,3,성오로140번길,11600,42.12
2016,9,110,부천시,1988,경인,3,성지로,12400,48.51
2016,9,110,부천시,1988,문화목화,1,원종로9번길,12000,43.86
2016,9,110,부천시,1986,욱일6차,3,소사로,14200,55.98
2016,9,110,부천시,1988,성락,7,원종로51번길,13800,46.26
2016,9,110,부천시,1988,삼신아파트-1,5,소사로700번길,9200,39.62
2016,9,110,부천시,1987,건일,1,고리울로15번길,14500,45
2016,9,110,부천시,1991,대진,3,고강로72번길,12900,42.84
2016,9,110,부천시,1986,인성,2,고리울로27번길,11000,40.95
2016,9,110,부천시,1994,한아름마을(동아),14,부흥로,24800,59.4
2016,9,110,부천시,1994,반달마을(극동신라),18,상일로,18900,41.44
2016,9,110,부천시,2002,다정한마을(삼성),3,평천로,39300,84.94
2016,9,110,부천시,2002,라일락마을(대우유림),10,상동로117번길,40000,84.92
2016,9,110,부천시,1993,반달마을(삼익),15,장말로,33500,82.9
2016,9,110,부천시,1996,한라마을(주공3),4,도약로,17900,39.99
2016,9,110,부천시,1995,포도마을(영남),19,조마루로,37800,84.86
2016,9,110,부천시,1993,설악마을(주공),2,계남로,20400,49.8
2016,9,110,부천시,1996,덕유마을(주공2),1,도약로,17900,45
2016,9,110,부천시,1993,미리내마을(우성),11,소향로,17900,33.54
2016,9,110,부천시,1995,보람마을(동남),1,석천로,27200,59.94
2016,9,110,부천시,1996,덕유마을(주공2),15,도약로,19500,45
2016,9,110,부천시,1992,복사골(시영),10,중동로,22000,56.58
2016,9,110,부천시,1996,덕유마을(주공2),1,도약로,18500,45
2016,9,110,부천시,1993,무지개마을(동신),12,조마루로,37000,84.6
2016,9,110,부천시,1993,중흥마을(극동),4,중동로280번길,41000,134.07
2016,9,110,부천시,1995,금강마을(주공),2,계남로,17900,41.85
2016,9,110,부천시,1994,미리내마을(한신),13,조마루로285번길,21000,41.85
2016,9,110,부천시,1993,설악마을(주공),15,계남로,17000,44.1
2016,9,110,부천시,1993,미리내마을(롯데2),2,조마루로,29800,64.08
2016,9,110,부천시,1993,설악마을(주공),10,계남로,18500,44.1
2016,9,110,부천시,1995,한라마을(주공2),12,계남로,18200,41.85
2016,9,110,부천시,1993,미리내마을(롯데2),10,조마루로,31400,64.08
2016,9,110,부천시,2006,"부천동부센트레빌1,2단지",10,지봉로77번길,31000,59.66
2016,9,110,부천시,1986,은성,4,부일로685번길,11700,36.69
2016,9,110,부천시,1983,일두,5,부일로725번길,18200,55.95
2016,9,110,부천시,2006,"부천동부센트레빌1,2단지",3,지봉로77번길,29400,59.66
2016,9,110,부천시,2006,"부천동부센트레빌1,2단지",12,지봉로77번길,38850,84.99
2016,9,110,부천시,2006,동부센트레빌3단지,2,안곡로279번길,33800,84.99
2016,9,110,부천시,1983,일두,2,부일로725번길,19400,53.83
2016,9,110,부천시,2014,동화프리미아,7,지봉로121번길,16700,38.27
2016,9,110,부천시,2005,역곡5차e-편한세상,11,지봉로34번길,40400,107.11
2016,9,110,부천시,2005,역곡4차e-편한세상,7,역곡로20번길,28900,59.95
2016,9,110,부천시,2004,우림루미아트,13,지봉로,29500,59.87
2016,9,110,부천시,1985,예원,3,지봉로143번길,20000,61.11
2016,9,110,부천시,2006,"부천동부센트레빌1,2단지",10,지봉로77번길,46000,120.14
2016,9,110,부천시,1986,삼두,3,원종로119번길,10300,44.37
