A,B,C,시군명,건축년도,아파트명,층수,도로명,I,J
2017,7,2131,부천시,2005,신일해피트리,5,경인로484번길,27650,59.64
2017,7,2131,부천시,1987,청암(91-2),1,안곡로,14700,56.61
2017,7,2131,부천시,2004,트윈파크,2,부광로36번길,25650,67.81
2017,7,2131,부천시,1987,풍남,1,범안로58번길,13500,48.87
2017,7,2131,부천시,1988,현대허니문,4,안곡로30번길,11200,43.74
2017,7,2131,부천시,1989,현대2차,1,경인로498번길,18500,51.37
2017,7,2131,부천시,1986,대성,4,안곡로,15500,54.36
2017,7,2131,부천시,2005,풍원,12,경인로548번길,26900,79.1
2017,7,2131,부천시,2006,우남푸르미아,3,길주로377번길,32500,72.62
2017,7,2131,부천시,2011,범박휴먼시아2단지,12,양지남로68번길,41500,84.93
2017,7,2131,부천시,2003,현대홈타운1-6,10,은성로,35000,84.39
2017,7,2131,부천시,2003,부천범박힐스테이트 4단지,19,범안로96번길,38600,99.61
2017,7,2131,부천시,1995,신호,4,경인로562번길,19400,59.82
2017,7,2131,부천시,1994,금강마을(주공),8,계남로,21000,41.85
2017,7,2131,부천시,1995,중흥마을(주공),10,계남로,31000,58.71
2017,7,2131,부천시,2009,팰리스카운티,11,중동로,47000,84.99
2017,7,2131,부천시,1993,그린타운(한신),4,부흥로,43600,133.12
2017,7,2131,부천시,1995,한라마을(주공2),9,계남로,20500,41.85
2017,7,2131,부천시,1996,덕유마을(주공3),24,중동로,26900,58.74
2017,7,2131,부천시,1996,덕유마을(주공2),4,도약로,21300,45
2017,7,2131,부천시,1987,대현청실,2,부광로22번길,14900,44.28
2017,7,2131,부천시,1987,성우,3,안곡로149번길,12600,44.28
2017,7,2131,부천시,2002,네오빌,10,경인로,11000,26.91
2017,7,2131,부천시,2005,클레버,1,범안로45번길,21800,77.22
2017,7,2131,부천시,1995,포도마을(영남),25,조마루로,33500,59.96
2017,7,2131,부천시,1993,미리내마을(롯데2),6,조마루로,34500,64.08
2017,7,2131,부천시,1993,무지개마을(동신),9,조마루로,36800,84.6
2017,7,2131,부천시,1996,덕유마을(주공2),12,도약로,21800,45
2017,7,2131,부천시,1996,한라마을(주공3),15,도약로,27000,59.93
2017,7,2131,부천시,1996,덕유마을(주공2),7,도약로,21500,45
2017,7,2131,부천시,1993,설악마을(주공),8,계남로,18500,44.1
2017,7,2131,부천시,1993,설악마을(주공),14,계남로,18700,44.1
2017,7,2131,부천시,2009,팰리스카운티,20,중동로,45400,84.99
2017,7,2131,부천시,2015,래미안 부천 중동,15,신흥로276번길,56000,84.98
2017,7,2131,부천시,1997,덕유마을(주공4),19,도약로,25800,59.98
2017,7,2131,부천시,2011,프라움시티,11,소향로,13500,24.8
2017,7,2131,부천시,1994,연화마을(쌍용),13,옥산로,37300,84.86
2017,7,2131,부천시,2009,팰리스카운티,24,중동로,42000,59.98
2017,7,2131,부천시,1997,덕유마을(주공4),18,도약로,27900,59.98
2017,7,2131,부천시,1980,부천극동APT,2,성주로,22700,86.02
2017,7,2131,부천시,1996,한라마을(주공3),11,도약로,26300,58.14
2017,7,2131,부천시,1994,연화마을(건영),11,옥산로,32500,84.23
2017,7,2131,부천시,1995,한라마을(주공2),12,계남로,19500,41.85
2017,7,2131,부천시,1995,한라마을(주공2),1,계남로,17000,41.85
2017,7,2131,부천시,1993,미리내마을(롯데1),4,소향로,18100,33.54
2017,7,2131,부천시,1995,연화마을(대원),15,옥산로,41500,127.06
2017,7,2131,부천시,1987,성우,3,안곡로149번길,10500,36.99
2017,7,2131,부천시,1985,동신,7,성주로,19300,58.59
2017,7,2131,부천시,1989,현대,9,성주로,29000,77.28
2017,7,2131,부천시,1995,성호,1,경인로3번길,23000,84.96
2017,7,2131,부천시,1984,건우1,5,중동로71번길,20000,58.05
2017,7,2131,부천시,2010,부천 우방 유쉘,18,경인로134번길,38000,84.94
2017,7,2131,부천시,2008,중동푸르지오2차(A단지),4,경인로117번길,41000,84.99
2017,7,2131,부천시,1989,현대,2,소사로300번길,15700,53.24
2017,7,2131,부천시,1986,한도(1-6동),4,부일로,13400,44.17
2017,7,2131,부천시,2004,대림e-편한세상3차,8,지봉로,40000,84.98
2017,7,2131,부천시,2006,동부센트레빌3단지,2,안곡로279번길,32500,59.5
2017,7,2131,부천시,2005,역곡4차e-편한세상,9,역곡로20번길,36250,84.65
2017,7,2131,부천시,2004,대림e-편한세상2차,9,지봉로143번길,37000,84.97
2017,7,2131,부천시,1988,현대,7,성주로,18250,50.49
2017,7,2131,부천시,2008,중동푸르지오2차(A단지),7,경인로117번길,42350,84.99
2017,7,2131,부천시,1985,성우,1,경인로53번길,15800,55.26
2017,7,2131,부천시,1979,삼익1,6,경인로134번길,12500,39.93
2017,7,2131,부천시,1987,신한일,2,평천로751번길,12500,46.02
2017,7,2131,부천시,2004,부천범박힐스테이트2단지,3,범안로,34150,75.84
2017,7,2131,부천시,2011,범박휴먼시아2단지,1,양지남로68번길,35700,84.93
2017,7,2131,부천시,2004,부천 범박 힐스테이트1단지,23,범안로,31800,59.95
2017,7,2131,부천시,2004,부천범박힐스테이트3단지,19,범안로95번길,37000,84.92
2017,7,2131,부천시,2004,부천범박힐스테이트2단지,13,범안로,37950,99.61
2017,7,2131,부천시,2003,현대홈타운1-6,13,은성로,34400,84.39
2017,7,2131,부천시,2003,현대홈타운1-6,6,은성로,30800,70.4
2017,7,2131,부천시,2004,부천 범박 힐스테이트1단지,8,범안로,22500,39.69
2017,7,2131,부천시,2003,부천범박힐스테이트 4단지,24,범안로96번길,36800,84.39
2017,7,2131,부천시,2006,오정생활휴먼시아2단지,3,오정로,34900,84.69
2017,7,2131,부천시,2006,오정생활휴먼시아2단지,14,오정로,37900,84.69
2017,7,2131,부천시,2006,오정생활휴먼시아1단지,4,오정로251번길,35900,84.84
2017,7,2131,부천시,2006,오정생활휴먼시아3단지,14,오정로,27700,59.95
2017,7,2131,부천시,1989,부촌3,3,성오로117번길,12400,40.92
2017,7,2131,부천시,1999,창보,3,오정로,23000,59.63
2017,7,2131,부천시,2010,여월휴먼시아(5단지),6,여월로,58250,135.59
2017,7,2131,부천시,2007,여월휴먼시아3단지,10,길주로573번길,45000,84.95
2017,7,2131,부천시,1991,동문2차,5,소사로835번길,20200,65.98
2017,7,2131,부천시,2003,제이디스카이빌,2,소사로,24800,59.99
2017,7,2131,부천시,1990,동문1차,5,소사로835번길,20700,63.81
2017,7,2131,부천시,1987,협성,5,고강로40번나길,9700,38.07
2017,7,2131,부천시,1989,삼신12,1,원종로9번길,17000,50.61
2017,7,2131,부천시,1989,삼신12,1,원종로9번길,17000,50.61
2017,7,2131,부천시,2017,계남랑데뷰,3,원종로66번길,35300,84.38
2017,7,2131,부천시,1983,미성,4,삼작로410번길,16500,43.71
2017,7,2131,부천시,2009,팰리스카운티,15,중동로,47700,84.99
2017,7,2131,부천시,1993,미리내마을(롯데1),12,소향로,18000,33.54
2017,7,2131,부천시,1997,덕유마을(주공4),12,도약로,26500,59.98
2017,7,2131,부천시,1994,포도마을(영남),9,조마루로,40000,84.86
2017,7,2131,부천시,1997,덕유마을(주공4),25,도약로,25700,59.98
2017,7,2131,부천시,1995,한라마을(주공2),8,계남로,18800,41.85
2017,7,2131,부천시,1995,보람마을(동남),6,석천로,36800,84.94
2017,7,2131,부천시,1995,한라마을(주공2),14,계남로,19400,41.85
2017,7,2131,부천시,2006,우남푸르미아,15,길주로377번길,31900,72.76
2017,7,2131,부천시,2002,중앙그린,7,원미로,27900,84.34
2017,7,2131,부천시,1995,은하마을(주공1),15,중동로,23700,49.69
2017,7,2131,부천시,1995,연화마을(대원),10,옥산로,35000,84.97
2017,7,2131,부천시,1995,중흥마을(주공),24,계남로,30200,58.71
2017,7,2131,부천시,1995,한라마을(주공2),13,계남로,18500,41.85
2017,7,2131,부천시,1994,금강마을(주공),11,계남로,27800,51.66
2017,7,2131,부천시,1994,꿈마을(동아),12,옥산로,45000,134.78
2017,7,2131,부천시,1995,중흥마을(주공),10,계남로,28300,58.71
2017,7,2131,부천시,2000,중동대림,3,계남로,34200,84.93
2017,7,2131,부천시,1996,한라마을(주공3),20,도약로,24400,59.56
2017,7,2131,부천시,1995,금강마을(주공),12,계남로,21700,41.85
2017,7,2131,부천시,1993,미리내마을(우성),7,소향로,19000,33.54
2017,7,2131,부천시,1995,보람마을(아주),21,조마루로,36700,84.94
2017,7,2131,부천시,1995,연화마을(대원),6,옥산로,35500,84.97
2017,7,2131,부천시,2009,팰리스카운티,18,중동로,45000,84.99
2017,7,2131,부천시,2009,팰리스카운티,17,중동로,38800,59.98
2017,7,2131,부천시,1993,포도마을(뉴서울),12,소향로,43000,110.66
2017,7,2131,부천시,1993,무지개마을(동신),9,조마루로,36000,84.6
2017,7,2131,부천시,1995,은하마을(주공2),8,계남로,26800,47.4
2017,7,2131,부천시,1993,미리내마을(동성),14,조마루로,36000,84.6
2017,7,2131,부천시,2009,팰리스카운티,24,중동로,39500,59.98
2017,7,2131,부천시,1993,미리내마을(롯데2),20,조마루로,32500,71.56
2017,7,2131,부천시,1987,대진,5,범안로,20500,65.43
2017,7,2131,부천시,1987,성우,3,안곡로149번길,11500,49.23
2017,7,2131,부천시,1989,염광,5,안곡로16번길,15250,52.33
2017,7,2131,부천시,1995,신호,3,경인로562번길,18800,59.82
2017,7,2131,부천시,1987,대현9차,2,경인로498번길,13000,48.75
2017,7,2131,부천시,2005,클레버,3,범안로45번길,22800,77.22
2017,7,2131,부천시,1987,대현청실,3,부광로22번길,14500,44.28
2017,7,2131,부천시,2002,진달래마을(대림),17,도약로,43800,84.95
2017,7,2131,부천시,2002,백송마을(엘지에스케이),1,상동로,51500,126.31
2017,7,2131,부천시,2002,라일락마을(대우유림),16,상동로117번길,40800,84.92
2017,7,2131,부천시,1994,그린타운(한양),3,부흥로303번길,40500,134.96
2017,7,2131,부천시,2002,백송마을(풍림아이원),7,부흥로,35000,60
2017,7,2131,부천시,2002,하얀마을(현대),10,조마루로,49500,101.83
2017,7,2131,부천시,2003,다정한마을(금강),12,상동로,42500,84.99
2017,7,2131,부천시,2003,다정한마을(금강),17,상동로,42800,84.99
2017,7,2131,부천시,1993,한아름마을(현대),8,장말로,25500,59.4
2017,7,2131,부천시,2002,라일락마을(대우유림),3,상동로117번길,43900,84.99
2017,7,2131,부천시,2002,진달래마을(효성),22,계남로,47500,84.98
2017,7,2131,부천시,2002,하얀마을(현대),12,조마루로,55000,134.7
2017,7,2131,부천시,2002,진달래마을(효성),18,계남로,47300,84.98
2017,7,2131,부천시,1994,꿈동산(신안),25,장말로,41500,134.79
2017,7,2131,부천시,2002,백송마을(풍림아이원),13,부흥로,35500,60
2017,7,2131,부천시,2002,백송마을(풍림아이원),14,부흥로,37400,60
2017,7,2131,부천시,2002,백송마을(엘지에스케이),12,상동로,59800,126.31
2017,7,2131,부천시,1994,반달마을(극동신라),9,상일로,19350,41.44
2017,7,2131,부천시,2004,리파인빌,12,길주로,28300,84.24
2017,7,2131,부천시,2007,코오롱이데아폴리스,33,소향로,47000,114.05
2017,7,2131,부천시,2002,진달래마을(효성),11,계남로,45000,84.98
2017,7,2131,부천시,2002,라일락마을(신성미소지움),7,도약로,39450,59.96
2017,7,2131,부천시,2002,진달래마을(신동아),17,계남로,40200,84.85
2017,7,2131,부천시,1994,반달마을(극동신라),14,상일로,28500,59.54
2017,7,2131,부천시,2012,부천위브트레지움2단지,6,도약로,47500,84.98
2017,7,2131,부천시,2012,부천위브트레지움2단지,22,도약로,48400,84.98
2017,7,2131,부천시,1991,복사골2차,5,삼작로292번길,16800,59.49
2017,7,2131,부천시,2006,주공뜨란채,2,소사동로72번길,34500,84.85
2017,7,2131,부천시,2006,주공뜨란채,5,소사동로72번길,35200,84.85
2017,7,2131,부천시,1988,성지,4,경인로324번길,25500,80.08
2017,7,2131,부천시,2004,소사에스케이뷰,8,소삼로,36400,84.98
2017,7,2131,부천시,1995,두산,10,소사로78번길,37000,134.97
2017,7,2131,부천시,2004,소사에스케이뷰,7,소삼로,37800,84.98
2017,7,2131,부천시,2004,중앙하이츠,8,은성로,21500,72.82
2017,7,2131,부천시,1984,한신,6,소사로170번길,15000,41.3
2017,7,2131,부천시,2006,주공뜨란채,18,소사동로72번길,34000,75.13
2017,7,2131,부천시,2012,부천소사역푸르지오,2,소삼로,42000,84.94
2017,7,2131,부천시,1995,한아름마을(동원),9,장말로,33500,84.97
2017,7,2131,부천시,2002,행복한마을(서해),5,상동로,61000,127.74
2017,7,2131,부천시,2002,행복한마을(금호),18,소향로,51500,84.87
2017,7,2131,부천시,2002,푸른마을(창보),10,송내대로205번길,50000,84.96
2017,7,2131,부천시,2002,행복한마을(금호),6,소향로,44500,84.87
2017,7,2131,부천시,2002,라일락마을(신성미소지움),8,도약로,39800,59.96
2017,7,2131,부천시,1994,반달마을(극동신라),8,상일로,16700,29.95
2017,7,2131,부천시,2007,코오롱이데아폴리스,31,소향로,50500,129.76
2017,7,2131,부천시,2002,백송마을(풍림아이원),7,부흥로,34900,60
2017,7,2131,부천시,2004,리파인빌,8,길주로,28000,84.24
2017,7,2131,부천시,2002,다정한마을(주공),12,상동로,40000,84.8
2017,7,2131,부천시,2002,진달래마을(효성),23,계남로,46000,84.98
2017,7,2131,부천시,1993,반달마을(삼익),3,장말로,32400,82.9
2017,7,2131,부천시,1993,반달마을(삼익),13,장말로,33300,82.9
2017,7,2131,부천시,2003,다정한마을(금강),1,상동로,39700,84.99
2017,7,2131,부천시,2002,진달래마을(대림),11,도약로,42700,84.95
2017,7,2131,부천시,2011,원종동금호어울림,4,소사로819번길,42000,84.98
2017,7,2131,부천시,2017,계남랑데뷰,7,원종로66번길,34100,81.88
2017,7,2131,부천시,1988,유호나동,1,성오로140번길,11000,38.7
2017,7,2131,부천시,1999,원미동풍림,2,원미로,30500,84.74
2017,7,2131,부천시,2017,스카이포인트아파트,8,고리울로39번길,38000,68.6
2017,7,2131,부천시,1988,부촌1차,4,고강로72번길,10800,38.27
2017,7,2131,부천시,2006,오정생활휴먼시아2단지,4,오정로,34900,84.69
2017,7,2131,부천시,2016,청담에비뉴 101동,3,역곡로,31000,71.16
2017,7,2131,부천시,1987,진영,4,역곡로490번길,11300,40.17
2017,7,2131,부천시,1988,삼우(396),5,고리울로52번길,9300,38.97
2017,7,2131,부천시,1987,진영,1,역곡로490번길,11700,40.17
2017,7,110,부천시,1995,은하마을(주공1),8,중동로,27000,49.69
2017,7,110,부천시,1993,미리내마을(롯데2),8,조마루로,33300,64.08
2017,7,110,부천시,1994,그린타운(우성2),1,조마루로,31500,84.96
2017,7,110,부천시,1995,한라마을(주공2),14,계남로,24500,49.77
2017,7,110,부천시,1993,중흥마을(영남),12,중동로280번길,47500,134.79
2017,7,110,부천시,1994,한아름마을(삼환),19,부흥로,32400,84.87
2017,7,110,부천시,1993,반달마을(선경),3,상일로,21300,50.03
2017,7,110,부천시,1993,반달마을(동아),13,상일로,26400,59.28
2017,7,110,부천시,2003,백송마을(상록LG),8,조마루로,44000,84.84
2017,7,110,부천시,2002,백송마을(풍림아이원),4,부흥로,35600,60
2017,7,110,부천시,2002,라일락마을(대우유림),8,상동로117번길,44000,84.99
2017,7,110,부천시,2002,진달래마을(대우),5,도약로,53000,99.6
2017,7,110,부천시,2002,라일락마을(신성미소지움),12,도약로,35800,59.96
2017,7,110,부천시,2002,백송마을(동남디아망),9,부흥로,44500,83.84
2017,7,110,부천시,2007,코오롱이데아폴리스,25,소향로,38500,111.21
2017,7,110,부천시,1993,반달마을(건영),1,상일로,21700,55.73
2017,7,110,부천시,1993,반달마을(동아),2,상일로,17000,39.84
2017,7,110,부천시,2002,백송마을(풍림아이원),4,부흥로,34400,60
2017,7,110,부천시,1993,반달마을(삼익),9,장말로,35000,82.9
2017,7,110,부천시,1994,꿈동산(신안),11,장말로,43500,121.8
2017,7,110,부천시,2002,하얀마을(경남),8,부흥로,33000,59.82
2017,7,110,부천시,2002,진달래마을(대림),15,도약로,46500,84.95
2017,7,110,부천시,2002,다정한마을(삼성),7,평천로,41700,84.94
2017,7,110,부천시,2002,진달래마을(대우),15,도약로,58000,130.37
2017,7,110,부천시,1993,반달마을(건영),14,상일로,25000,55.73
2017,7,110,부천시,1993,반달마을(선경),14,상일로,18000,39.84
2017,7,110,부천시,2002,행복한마을(한양),14,조마루로,43000,84
2017,7,110,부천시,2003,다정한마을(쌍용),17,도약로,52800,101.7
2017,7,110,부천시,2002,푸른마을(한라),13,송내대로205번길,39500,60
2017,7,110,부천시,2002,백송마을(풍림아이원),18,부흥로,34250,60
2017,7,110,부천시,1994,한아름마을(라이프),4,장말로,33600,84.9
2017,7,110,부천시,1994,한아름마을(동아),13,부흥로,35300,84.87
2017,7,110,부천시,1994,꿈동산(신안),18,장말로,45500,134.79
2017,7,110,부천시,2002,라일락마을(대우유림),17,상동로117번길,47000,84.92
2017,7,110,부천시,1993,반달마을(삼익),15,장말로,32100,82.9
2017,7,110,부천시,2002,진달래마을(신동아),15,계남로,43900,84.85
2017,7,110,부천시,1993,반달마을(삼익),6,장말로,33900,82.9
2017,7,110,부천시,2002,진달래마을(신동아),15,계남로,41000,84.85
2017,7,110,부천시,2003,백송마을(상록LG),15,조마루로,42700,84.84
2017,7,110,부천시,2002,라일락마을(대우유림),10,상동로117번길,42500,84.99
2017,7,110,부천시,1995,한아름마을(동원),10,장말로,25900,59.4
2017,7,110,부천시,2002,라일락마을(신성미소지움),7,도약로,35900,59.88
2017,7,110,부천시,1993,반달마을(동아),11,상일로,25750,59.92
2017,7,110,부천시,2006,주공뜨란채,8,소사동로72번길,35900,84.85
2017,7,110,부천시,1995,주공,8,소사로102번길,16900,37.67
2017,7,110,부천시,2004,소사에스케이뷰,4,소삼로,35800,84.98
2017,7,110,부천시,2004,소사에스케이뷰,9,소삼로,35000,84.98
2017,7,110,부천시,1984,한신,8,소사로170번길,28900,84.21
2017,7,110,부천시,1995,주공,10,소사로102번길,15700,37.67
2017,7,110,부천시,2006,주공,7,소사동로,29800,59.45
2017,7,110,부천시,2003,양우파크타운(내안愛),2,소사로126번길,28700,84.77
2017,7,110,부천시,1984,한신,6,소사로170번길,20500,64.34
2017,7,110,부천시,1996,풍림,14,소사로78번길,29800,84.77
2017,7,110,부천시,2012,부천소사역푸르지오,10,소삼로,45500,84.94
2017,7,110,부천시,1995,주공,15,소사로78번길,21700,58.14
2017,7,110,부천시,2004,스타팰리스2,7,길주로,27400,75.6
2017,7,110,부천시,1995,삼성,4,소사로78번길,36000,134.97
2017,7,110,부천시,1995,청구,12,소사로102번길,38500,134.55
2017,7,110,부천시,2004,소사에스케이뷰,15,소삼로,37000,84.98
2017,7,110,부천시,2012,부천소사역푸르지오,8,소삼로,37800,59.92
2017,7,110,부천시,1984,한신,7,소사로170번길,20800,64.34
2017,7,110,부천시,2006,동부센트레빌3단지,8,안곡로279번길,41650,84.99
2017,7,110,부천시,2005,신일해피트리,2,지봉로45번길,28800,81.97
2017,7,110,부천시,1984,"장미아파트 가동, 나동",4,부일로,13400,52.92
2017,7,110,부천시,1987,동성,3,부일로,13000,41.52
2017,7,110,부천시,1994,반달마을(극동신라),3,상일로,18800,41.44
2017,7,110,부천시,2002,백송마을(동남디아망),16,부흥로,45700,84.48
2017,7,110,부천시,2002,백송마을(엘지에스케이),6,상동로,55500,126.31
2017,7,110,부천시,1994,한아름마을(동아),15,부흥로,35000,84.87
2017,7,110,부천시,1996,한아름마을(한국),6,부흥로,27800,59.1
2017,7,110,부천시,1995,한아름마을(동원),9,장말로,31300,84.97
2017,7,110,부천시,1994,한아름마을(동성),15,부흥로,33100,84.87
2017,7,110,부천시,1993,반달마을(삼익),15,장말로,33400,82.9
2017,7,110,부천시,1993,반달마을(삼익),15,장말로,32700,82.9
2017,7,110,부천시,2002,진달래마을(효성),7,계남로,48500,84.98
2017,7,110,부천시,2003,다정한마을(금강),5,상동로,43500,84.99
2017,7,110,부천시,2012,부천위브트레지움2단지,12,도약로,39800,59.98
2017,7,110,부천시,2012,부천위브트레지움1단지,22,수도로,44800,84.98
2017,7,110,부천시,2012,부천위브트레지움2단지,11,도약로,39850,59.98
2017,7,110,부천시,1980,부천극동APT,4,성주로,27500,102.67
2017,7,110,부천시,1992,아남APT,9,심곡로,21500,83.89
2017,7,110,부천시,1981,광희APT,5,심곡로67번길,11900,37.65
2017,7,110,부천시,2003,보강센트럴빌APT(202동),10,경인로274번길,28000,77.02
2017,7,110,부천시,2006,주공뜨란채,7,소사동로72번길,36000,84.85
2017,7,110,부천시,1995,주공,1,소사로78번길,20850,58.14
2017,7,110,부천시,1994,사랑마을(선경),10,부흥로,45500,134.91
2017,7,110,부천시,2002,백송마을(엘지에스케이),1,상동로,51700,126.31
2017,7,110,부천시,1993,반달마을(삼익),20,장말로,34000,82.9
2017,7,110,부천시,1993,한아름마을(현대),2,장말로,34600,84.78
2017,7,110,부천시,2003,현대홈타운1-6,2,은성로,29300,70.4
2017,7,110,부천시,2003,현대홈타운1-6,12,은성로,30800,70.4
2017,7,110,부천시,2003,부천범박힐스테이트5단지,13,범안로,42200,122.8
2017,7,110,부천시,2004,부천 범박 힐스테이트1단지,22,범안로,32700,59.95
2017,7,110,부천시,2002,하얀마을(경남),24,부흥로,32500,59.82
2017,7,110,부천시,1994,사랑마을(벽산),9,부흥로,37650,101.88
2017,7,110,부천시,2002,라일락마을(대우유림),24,상동로117번길,41900,84.99
2017,7,110,부천시,1994,사랑마을(벽산),8,부흥로,49000,156.15
2017,7,110,부천시,2002,백송마을(풍림아이원),8,부흥로,34300,60
2017,7,110,부천시,2003,다정한마을(쌍용),12,도약로,63000,134.9
2017,7,110,부천시,2002,다정한마을(삼성),4,평천로,40500,84.94
2017,7,110,부천시,2002,라일락마을(대우유림),12,상동로117번길,41000,84.99
2017,7,110,부천시,2002,진달래마을(신동아),15,계남로,42000,84.85
2017,7,110,부천시,2007,동양파라곤,9,상동로,34900,104.61
2017,7,110,부천시,2002,진달래마을(효성),19,계남로,46900,84.98
2017,7,110,부천시,2002,하얀마을(경남),2,부흥로,30400,59.82
2017,7,110,부천시,2002,진달래마을(대림),12,도약로,42900,84.95
2017,7,110,부천시,2002,다정한마을(삼성),13,평천로,41000,84.94
2017,7,110,부천시,2002,하얀마을(경남),25,부흥로,31300,59.82
2017,7,110,부천시,2003,백송마을(상록LG),5,조마루로,44000,84.84
2017,7,110,부천시,2002,진달래마을(효성),6,계남로,44000,84.98
2017,7,110,부천시,1993,반달마을(동아),1,상일로,24300,59.92
2017,7,110,부천시,1994,한아름마을(동아),8,부흥로,36800,84.87
2017,7,110,부천시,2002,진달래마을(효성써미트빌),1,계남로,50000,101.85
2017,7,110,부천시,1993,반달마을(선경),15,상일로,18200,39.84
2017,7,110,부천시,2003,다정한마을(쌍용),5,도약로,59000,134.9
2017,7,110,부천시,2002,진달래마을(효성써미트빌),10,계남로,56000,101.85
2017,7,110,부천시,2012,부천위브트레지움2단지,6,도약로,47250,84.98
2017,7,110,부천시,1984,흥립약대,2,신흥로321번길,13000,41.31
2017,7,110,부천시,2012,부천위브트레지움1단지,16,수도로,44500,84.98
2017,7,110,부천시,2015,가온팰리스,8,부일로,10000,18
2017,7,110,부천시,2005,다온하브,8,부일로,8000,15.45
2017,7,110,부천시,2011,영동홈타운,9,원미로31번길,8900,19.96
2017,7,110,부천시,1989,동문미도(327-7),4,수주로,15500,59.4
2017,7,110,부천시,1987,진영,4,역곡로490번길,12000,40.17
2017,7,110,부천시,2006,오정생활휴먼시아1단지,1,오정로251번길,33200,84.69
2017,7,110,부천시,2006,오정생활휴먼시아2단지,2,오정로,33300,84.69
2017,7,110,부천시,2006,오정생활휴먼시아3단지,2,오정로,22700,51.47
2017,7,110,부천시,1987,우진,5,조종로78번길,10800,42.76
2017,7,110,부천시,1999,원미동풍림,16,원미로,34000,84.74
2017,7,110,부천시,2017,계남랑데뷰,6,원종로66번길,36200,84.38
2017,7,110,부천시,1993,태진,1,원종로93번길,16800,54.28
2017,7,110,부천시,1989,성옥,4,원종로,11500,50.04
2017,7,110,부천시,1988,유호나동,2,성오로140번길,11600,38.7
2017,7,110,부천시,1987,은성,2,성오로,15500,48.87
2017,7,110,부천시,2010,삼정 뷰그리안,5,석천로,31500,84.79
2017,7,110,부천시,2007,여월휴먼시아3단지,13,길주로573번길,41500,75.37
2017,7,110,부천시,2010,여월휴먼시아(4단지),1,길주로561번길,42000,84.89
2017,7,110,부천시,2010,여월휴먼시아(5단지),11,여월로,65000,135.59
2017,7,110,부천시,2007,여월휴먼시아3단지,13,길주로573번길,45500,84.95
2017,7,110,부천시,2010,여월휴먼시아(5단지),4,여월로,58000,135.59
2017,7,110,부천시,2010,여월휴먼시아(5단지),4,여월로,58000,135.59
2017,7,110,부천시,1989,오화,5,원종로119번길,13000,46.54
2017,7,110,부천시,1988,현대,2,고리울로7번길,12950,45.28
2017,7,110,부천시,1986,고강2차,5,고강로154번길,10800,47.7
2017,7,110,부천시,1986,고강3차,3,고강로154번길,12000,48.6
2017,7,110,부천시,1986,서원,5,원종로131번길,14900,52.38
2017,7,110,부천시,1988,부촌2차,3,고강로72번길,10500,38.27
2017,7,110,부천시,2017,스카이포인트아파트,2,고리울로39번길,38000,68.61
2017,7,110,부천시,1983,미성,1,삼작로410번길,13300,34.16
2017,7,110,부천시,1988,성락,9,원종로51번길,16000,46.26
2017,7,110,부천시,1993,태진,5,원종로93번길,15300,54.28
2017,7,110,부천시,2008,태송팰리채,2,부광로41번길,27000,73.82
2017,7,110,부천시,1990,삼익3차,7,안곡로,20900,56.67
2017,7,110,부천시,2005,신일해피트리,12,경인로484번길,27500,59.64
2017,7,110,부천시,1995,아주,6,범안로21번길,20000,59.12
2017,7,110,부천시,2004,춘의동우민늘사랑,20,부천로245번길,31800,81.13
2017,7,110,부천시,2006,우남푸르미아,2,길주로377번길,32300,84.74
2017,7,110,부천시,1989,적성-1,4,까치로118번길,13600,42.12
2017,7,110,부천시,1990,로얄,4,성지로,15800,53.19
2017,7,110,부천시,1989,적성,5,삼작로410번길,15000,52.88
2017,7,110,부천시,1983,미성,3,삼작로410번길,17000,43.71
2017,7,110,부천시,2007,해오름(344-30),7,원종로94번길,28500,81.04
2017,7,110,부천시,2017,계남랑데뷰,10,원종로66번길,37200,84.38
2017,7,110,부천시,2017,계남랑데뷰,9,원종로66번길,35900,83.56
2017,7,110,부천시,1987,영안(273-1),4,원종로51번길,13800,47.61
2017,7,110,부천시,1989,삼신12,2,원종로9번길,16900,50.61
2017,7,110,부천시,1986,욱일6차,3,소사로,16500,55.98
2017,7,110,부천시,1986,명신,1,성오로,19800,66.69
2017,7,110,부천시,1987,동진1,1,고강로24번길,12300,40.05
2017,7,110,부천시,1986,욱일6차,5,소사로,15000,55.98
2017,7,110,부천시,2011,원종동금호어울림,5,소사로819번길,41300,84.98
2017,7,110,부천시,1989,삼익세라믹,4,소안로,25300,75.51
2017,7,110,부천시,1987,대현청실,5,부광로22번길,13300,44.28
2017,7,110,부천시,1984,조공1차,3,경인옛로108번길,23800,66.65
2017,7,110,부천시,2002,네오빌,15,경인로,11350,25.33
2017,7,110,부천시,1984,신한,2,옥산로,13000,50.16
2017,7,110,부천시,1989,팔복,1,성곡로69번길,12500,44.52
2017,7,110,부천시,2010,삼익플라주,10,정주로34번가길,29800,78.44
2017,7,110,부천시,2015,에디션아파트,3,경인옛로,24000,59.45
2017,7,110,부천시,1992,거산,2,범안로7번길,17300,55.26
2017,7,110,부천시,2005,정다움,2,경인로,21200,59.19
2017,7,110,부천시,1988,한아름5차,3,경인로562번길,13900,49.5
2017,7,110,부천시,1992,거산,5,범안로7번길,19400,67.38
2017,7,110,부천시,2008,태송팰리채,7,부광로41번길,25000,59.99
